REGION TYPE,REGION,YEAR,WEEK,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Utah,2021,1,1.00313,18064,279,135,528,29,105,192,50,19140
States,Vermont,2021,1,0.904977,341,1621,546,719,83,5,30,11,3315
States,Virginia,2021,1,1.78664,55538,18150,13936,13714,1878,946,1861,166,104162
States,Washington,2021,1,0.53415,14737,95,375,739,134,582,89,47,16662
States,West Virginia,2021,1,0.872878,1086,9903,3212,180,41,13,126,47,14435
States,Wisconsin,2021,1,0.602449,581,4024,5742,355,222,4347,92,31,15271
States,Wyoming,2021,1,0.954654,2663,20,18,28,150,54,28,12,2933
States,Commonwealth of the Northern Mariana Islands,2021,1,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2021,1,5.54583,1639,59,13,1,1,0,95,5,1713
States,Virgin Islands,2021,1,0.112613,786,100,1,0,0,1,1,3,888
States,New York City,2021,1,1.19101,48069,3880,2575,14217,19,5,819,30,68765
States,Alabama,2021,2,1.30685,25306,636,684,6205,2867,2715,502,90,38413
States,Alaska,2021,2,0.544774,1888,413,213,360,54,9,16,12,2937
States,Arizona,2021,2,1.5898,7945,130,135,650,1145,814,172,22,10819
States,Arkansas,2021,2,1.03086,2991,983,5758,4260,131,234,148,52,14357
States,California,2021,2,1.5608,56681,1286,3353,236,848,64,975,117,62468
States,Colorado,2021,2,0.607272,12903,12613,251,202,48,1,158,63,26018
States,Connecticut,2021,2,1.02049,4987,22046,5432,798,2404,492,369,73,36159
States,Delaware,2021,2,0.771303,2699,3108,1503,615,160,83,63,15,8168
States,District of Columbia,2021,2,2.36663,2530,1167,879,454,32,93,122,4,5155
States,Florida,2021,2,0,0,0,0,0,0,0,0,0,0
States,Georgia,2021,2,2.62637,37671,22737,2970,820,523,502,1713,94,65223
States,Hawaii,2021,2,0.671141,636,628,289,347,30,7,13,17,1937
States,Idaho,2021,2,0.837036,9568,51,36,12,10,0,81,35,9677
States,Illinois,2021,2,0.76731,34485,20119,1862,3943,2992,1892,501,187,65293
States,Indiana,2021,2,0.924776,3358,2688,572,502,20801,17171,417,109,45092
States,Iowa,2021,2,0.557103,123,1298,2068,99,2,0,20,14,3590
States,Kansas,2021,2,0.816779,3656,5204,418,586,2,51,81,24,9917
States,Kentucky,2021,2,1.40233,1974,15823,4222,5646,326,1674,416,89,29665
States,Louisiana,2021,2,0.929589,7330,6295,20049,19,1295,404,329,88,35392
States,Maine,2021,2,0.438806,11960,266,141,80,59,28,55,52,12534
States,Maryland,2021,2,1.16401,11826,20074,2268,1802,167,976,432,69,37113
States,Massachusetts,2021,2,0.772562,5862,26906,1703,4847,14136,1040,421,93,54494
States,Michigan,2021,2,0.243858,14114,933,1208,25,48,75,40,66,16403
States,Minnesota,2021,2,0.174377,8267,19816,1205,6615,23,776,64,78,36702
States,Mississippi,2021,2,2.09924,4077,282,717,327,113,772,132,18,6288
States,Missouri,2021,2,1.02517,5114,14400,1997,1056,205,151,235,48,22923
States,Montana,2021,2,0.64041,1437,4401,211,189,5,3,40,30,6246
States,Nebraska,2021,2,0.858734,8062,127,774,1446,176,12,91,72,10597
States,Nevada,2021,2,1.27592,4504,1997,920,15,78,10,96,27,7524
States,New Hampshire,2021,2,0.0874126,895,213,7,27,2,0,1,9,1144
States,New Jersey,2021,2,2.28953,17131,2623,2601,342,691,154,539,33,23542
States,New Mexico,2021,2,1.37337,7003,7504,386,1429,970,1057,252,42,18349
States,New York,2021,2,1.19633,18961,4668,3978,14803,1673,637,535,113,44720
States,North Carolina,2021,2,1.02884,55481,12149,6164,2180,1553,425,802,136,77952
States,North Dakota,2021,2,1.24633,2296,286,87,48,1,10,34,12,2728
States,Ohio,2021,2,1.30023,2983,7364,1714,1155,15,382,177,39,13613
States,Oklahoma,2021,2,2.11902,5300,161,149,16,19,18,120,20,5663
States,Oregon,2021,2,0.861424,18504,6795,1378,1447,198,2441,265,87,30763
States,Pennsylvania,2021,2,0.786377,38269,6881,4368,114,315,792,399,101,50739
States,Rhode Island,2021,2,0.466845,7166,255,2890,158,17,10,49,30,10496
States,South Carolina,2021,2,2.18221,7554,689,205,1426,126,219,223,24,10219
States,South Dakota,2021,2,0.40461,4046,3049,559,334,129,39,33,32,8156
States,Tennessee,2021,2,1.38322,20151,7317,1118,1641,601,42,427,110,30870
States,Texas,2021,2,1.31743,702,37470,524,2116,96,5,539,66,40913
States,Utah,2021,2,0.92707,1101,14145,1421,896,8,227,165,49,17798
States,Vermont,2021,2,0.683371,1194,1126,502,65,23,163,21,11,3073
States,Virginia,2021,2,1.55001,54813,30167,11770,1085,127,489,1526,166,98451
States,Washington,2021,2,0.79191,8634,4205,3418,51,92,16,130,47,16416
States,West Virginia,2021,2,0.68981,10696,1195,196,1143,78,29,92,44,13337
States,Wisconsin,2021,2,0.589173,11668,1518,856,368,9,8,85,31,14427
States,Wyoming,2021,2,1.04397,1113,887,698,267,109,87,33,13,3161
States,Commonwealth of the Northern Mariana Islands,2021,2,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2021,2,4.95868,1305,211,110,70,94,25,90,5,1815
States,Virgin Islands,2021,2,0.345224,856,7,2,1,2,1,3,3,869
States,New York City,2021,2,1.17767,39217,24117,1049,2762,1341,124,808,33,68610
States,Alabama,2021,3,1.11555,31050,6758,1101,68,95,191,438,90,39263
States,Alaska,2021,3,0.820842,2252,106,180,251,6,7,23,12,2802
States,Arizona,2021,3,1.38355,5331,6727,420,436,75,21,180,32,13010
States,Arkansas,2021,3,0.989033,3500,10646,295,173,178,71,147,53,14863
States,California,2021,3,1.27109,45461,11403,2290,584,22,31,760,117,59791
States,Colorado,2021,3,0.731373,10395,758,3672,603,2987,7837,192,63,26252
States,Connecticut,2021,3,0.700385,22196,13013,725,173,0,16,253,69,36123
States,Delaware,2021,3,0.561143,5045,4245,58,50,27,20,53,17,9445
States,District of Columbia,2021,3,3.54773,1237,1273,625,382,240,161,139,4,3918
States,Florida,2021,3,0,0,0,0,0,0,0,0,0,0
States,Georgia,2021,3,2.32199,34736,2956,16271,3518,6987,2285,1550,94,66753
States,Hawaii,2021,3,0.600109,1067,504,207,27,9,19,11,17,1833
States,Idaho,2021,3,0.695825,6868,212,1429,121,374,50,63,33,9054
States,Illinois,2021,3,0.70944,48967,3078,3353,5832,749,2438,457,189,64417
States,Indiana,2021,3,0.865022,22598,20518,2716,83,204,7,399,110,46126
States,Iowa,2021,3,0.355094,2420,340,745,129,16,11,13,14,3661
States,Kansas,2021,3,0.701403,2864,5975,482,640,10,9,70,24,9980
States,Kentucky,2021,3,1.26688,25411,1309,932,1269,553,442,379,89,29916
States,Louisiana,2021,3,0.971392,3497,29341,3109,988,239,298,364,88,37472
States,Maine,2021,3,0.462008,9789,587,835,631,154,125,56,52,12121
States,Maryland,2021,3,1.15186,5950,9759,4852,2158,8005,5218,414,70,35942
States,Massachusetts,2021,3,0.75212,17276,155,1814,20895,1810,11233,400,92,53183
States,Michigan,2021,3,0.273431,9357,4263,1879,778,46,866,47,66,17189
States,Minnesota,2021,3,0.181794,35693,712,145,163,81,61,67,77,36855
States,Mississippi,2021,3,1.48291,2594,45,700,45,851,3048,108,17,7283
States,Missouri,2021,3,1.0809,9699,3275,8445,1262,858,515,260,48,24054
States,Montana,2021,3,0.619798,966,1571,408,992,1629,81,35,30,5647
States,Nebraska,2021,3,0.890608,2943,3675,2613,413,1292,180,99,73,11116
States,Nevada,2021,3,1.21635,2315,4610,12,111,211,58,89,27,7317
States,New Hampshire,2021,3,0,201,517,279,8,41,22,0,9,1068
States,New Jersey,2021,3,2.43429,20343,1998,607,118,46,57,564,34,23169
States,New Mexico,2021,3,1.41832,17880,65,4,14,1,15,255,47,17979
States,New York,2021,3,1.48119,35376,216,4178,2930,882,99,647,125,43681
States,North Carolina,2021,3,0.932488,69217,1925,210,1368,1070,3959,725,137,77749
States,North Dakota,2021,3,1.85,568,1276,126,1,24,5,37,12,2000
States,Ohio,2021,3,1.03622,4025,5184,1445,22,195,34,113,30,10905
States,Oklahoma,2021,3,3.18277,5850,35,163,99,31,43,198,22,6221
States,Oregon,2021,3,0.754538,18818,3984,8684,41,82,66,239,85,31675
States,Pennsylvania,2021,3,0.766336,5540,8749,1067,35193,82,130,389,101,50761
States,Rhode Island,2021,3,0.550299,3265,2531,974,890,2193,505,57,30,10358
States,South Carolina,2021,3,1.99272,9700,316,204,156,59,3,208,24,10438
States,South Dakota,2021,3,0.586224,4323,1500,897,837,259,372,48,31,8188
States,Tennessee,2021,3,1.14291,25398,953,3782,65,253,85,349,110,30536
States,Texas,2021,3,1.57762,29131,2951,1241,4257,4932,6042,766,77,48554
States,Utah,2021,3,0.95076,12380,3717,18,142,134,648,162,48,17039
States,Vermont,2021,3,0.541057,301,1522,801,288,152,78,17,11,3142
States,Virginia,2021,3,1.35416,53919,25200,13066,435,2174,99,1285,164,94893
States,Washington,2021,3,0.60307,6044,8168,149,79,962,1014,99,47,16416
States,West Virginia,2021,3,0.51509,13174,282,3,265,39,21,71,47,13784
States,Wisconsin,2021,3,0.553154,10647,2866,893,310,372,640,87,36,15728
States,Wyoming,2021,3,0.846354,1156,1382,478,44,1,11,26,13,3072
States,Commonwealth of the Northern Mariana Islands,2021,3,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2021,3,5.9988,294,185,671,464,38,15,100,5,1667
States,Virgin Islands,2021,3,0.238474,1094,55,45,62,1,1,3,4,1258
States,New York City,2021,3,1.20359,51287,5099,3641,3831,1918,1024,804,32,66800
States,Alabama,2021,4,1.31458,10269,19341,7680,588,312,986,515,88,39176
States,Alaska,2021,4,0.47619,1973,246,610,100,4,7,14,12,2940
States,Arizona,2021,4,0.768344,3897,7781,698,224,373,42,100,31,13015
States,Arkansas,2021,4,1.12111,3027,4702,1731,1015,3025,950,162,53,14450
States,California,2021,4,1.13856,13493,41842,1867,314,330,561,665,117,58407
States,Colorado,2021,4,0.709898,28242,1307,1766,306,563,215,230,78,32399
States,Connecticut,2021,4,0.678323,16314,2195,9621,118,2301,3653,232,69,34202
States,Delaware,2021,4,0.329218,6273,875,839,207,208,103,28,18,8505
States,District of Columbia,2021,4,2.8474,123,4610,117,3,20,114,142,4,4987
States,Florida,2021,4,0,0,0,0,0,0,0,0,0,0
States,Georgia,2021,4,2.0798,6549,10905,23991,1811,6614,15665,1363,93,65535
States,Hawaii,2021,4,0.428036,211,1641,2,4,4,7,8,17,1869
States,Idaho,2021,4,0.769383,1269,2158,1457,1840,998,2416,78,35,10138
States,Illinois,2021,4,0.650296,59029,1328,3332,354,209,334,420,188,64586
States,Indiana,2021,4,0.814505,28009,7455,3428,882,3022,666,354,110,43462
States,Iowa,2021,4,0.454775,1553,880,929,539,11,46,18,13,3958
States,Kansas,2021,4,0.572634,974,2234,3335,1034,637,1740,57,24,9954
States,Kentucky,2021,4,1.05342,22070,1162,1791,2765,197,19,295,89,28004
States,Louisiana,2021,4,0.834151,35032,783,429,401,27,12,306,89,36684
States,Maine,2021,4,0.346451,7423,623,1839,689,399,284,39,52,11257
States,Maryland,2021,4,1.01527,9226,6222,18421,963,826,490,367,69,36148
States,Massachusetts,2021,4,0.74451,18280,21553,10675,773,604,1573,398,92,53458
States,Michigan,2021,4,0.373324,1219,4319,1262,697,3570,6612,66,67,17679
States,Minnesota,2021,4,0.288248,17355,13252,4928,286,146,113,104,80,36080
States,Mississippi,2021,4,2.47898,5480,2075,741,313,621,48,230,24,9278
States,Missouri,2021,4,1.14844,15024,7419,137,257,333,166,268,48,23336
States,Montana,2021,4,0.454902,2210,1836,744,932,76,577,29,30,6375
States,Nebraska,2021,4,0.765399,2568,1890,2224,287,1124,138,63,71,8231
States,Nevada,2021,4,1.5291,2447,782,3231,93,227,283,108,26,7063
States,New Hampshire,2021,4,0.820345,324,368,285,16,79,147,10,9,1219
States,New Jersey,2021,4,2.39404,6936,13171,1557,442,325,125,540,33,22556
States,New Mexico,2021,4,1.21924,14070,1632,1743,135,38,508,221,46,18126
States,New York,2021,4,1.14576,3416,25632,10231,209,2945,1119,499,126,43552
States,North Carolina,2021,4,0.813543,32631,8554,32553,1358,41,827,618,136,75964
States,North Dakota,2021,4,1.01597,2527,178,12,35,2,2,28,13,2756
States,Ohio,2021,4,0.80318,787,2742,1077,2626,2933,1912,97,32,12077
States,Oklahoma,2021,4,2.10297,3376,601,104,512,852,71,116,19,5516
States,Oregon,2021,4,0.82112,29503,2317,283,142,6,22,265,86,32273
States,Pennsylvania,2021,4,0.684534,46015,243,1327,893,59,1424,342,101,49961
States,Rhode Island,2021,4,0.544059,2851,2119,749,1912,252,2410,56,29,10293
States,South Carolina,2021,4,1.80154,664,941,6222,2017,427,220,189,24,10491
States,South Dakota,2021,4,0.47824,6883,101,335,873,12,160,40,32,8364
States,Tennessee,2021,4,1.04893,17479,6644,2426,3969,60,978,331,108,31556
States,Texas,2021,4,1.40339,22885,12832,1124,198,4995,292,594,75,42326
States,Utah,2021,4,0.857159,8494,2955,4297,954,630,753,155,49,18083
States,Vermont,2021,4,0.729927,6,688,1275,215,272,558,22,11,3014
States,Virginia,2021,4,1.28778,3760,18786,57666,9310,1015,84,1167,164,90621
States,Washington,2021,4,0.525656,3790,11696,442,757,23,33,88,47,16741
States,West Virginia,2021,4,0.81266,3541,4586,1427,186,203,4085,114,47,14028
States,Wisconsin,2021,4,0.520762,6964,3990,116,2698,339,487,76,31,14594
States,Wyoming,2021,4,0.520664,2402,670,0,0,1,0,16,12,3073
States,Commonwealth of the Northern Mariana Islands,2021,4,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2021,4,1.18074,338,143,292,75,78,175,13,4,1101
States,Virgin Islands,2021,4,0.113895,360,190,20,203,76,29,1,3,878
States,New York City,2021,4,1.12568,12594,12814,38364,724,572,1736,752,33,66804
States,Alabama,2021,5,1.37337,32665,4797,287,180,6,1,521,90,37936
States,Alaska,2021,5,0.323974,2611,99,23,39,3,3,9,12,2778
States,Arizona,2021,5,1.11054,3067,2999,1035,180,258,295,87,20,7834
States,Arkansas,2021,5,0.927388,8128,6323,13,441,222,77,141,52,15204
States,California,2021,5,1.05363,34668,11478,751,4607,1429,8379,646,117,61312
States,Colorado,2021,5,0.669523,14616,17667,1292,27,4,0,225,79,33606
States,Connecticut,2021,5,0.530589,29506,3314,470,1153,15,32,183,69,34490
States,Delaware,2021,5,0.406669,1426,550,4405,938,28,30,30,19,7377
States,District of Columbia,2021,5,2.14442,3253,932,201,1,96,87,98,4,4570
States,Florida,2021,5,0,0,0,0,0,0,0,0,0,0
States,Georgia,2021,5,2.00613,26120,1921,13614,6223,375,13408,1237,92,61661
States,Hawaii,2021,5,0.618429,145,1385,17,43,13,14,10,17,1617
States,Idaho,2021,5,0.842896,6072,963,1142,927,301,442,83,35,9847
States,Illinois,2021,5,0.643881,45823,4684,11220,2676,81,1522,425,188,66006
States,Indiana,2021,5,0.783378,21562,1473,6498,12273,1419,1198,348,111,44423
States,Iowa,2021,5,0.461336,555,1021,1667,978,223,108,21,14,4552
States,Kansas,2021,5,0.728934,8913,1180,159,32,4,1,75,24,10289
States,Kentucky,2021,5,0.948529,13941,5934,3692,452,131,3050,258,83,27200
States,Louisiana,2021,5,0.817003,28912,5526,257,157,148,6,286,88,35006
States,Maine,2021,5,0.41404,5993,364,2413,1486,361,10,44,51,10627
States,Maryland,2021,5,0.892088,24246,3518,4240,3664,191,124,321,70,35983
States,Massachusetts,2021,5,0.56494,20640,29005,788,1725,520,71,298,91,52749
States,Michigan,2021,5,0.231826,6008,10868,1166,27,15,33,42,67,18117
States,Minnesota,2021,5,0.335646,19813,3844,9473,1800,62,462,119,78,35454
States,Mississippi,2021,5,2.05558,3039,3646,664,131,975,253,179,26,8708
States,Missouri,2021,5,0.910087,22531,218,900,6,70,9,216,48,23734
States,Montana,2021,5,0.371345,1443,2337,1398,294,76,915,24,30,6463
States,Nebraska,2021,5,0.772798,11672,558,50,7,6,0,95,73,12293
States,Nevada,2021,5,0.972424,5331,1476,77,3,1,2,67,25,6890
States,New Hampshire,2021,5,0.145773,271,22,362,66,110,541,2,9,1372
States,New Jersey,2021,5,2.18519,3821,1783,1888,6757,229,7122,472,33,21600
States,New Mexico,2021,5,0.91954,3258,89,9999,438,2207,2714,172,44,18705
States,New York,2021,5,1.05889,27541,7027,3506,128,474,3538,447,125,42214
States,North Carolina,2021,5,0.672707,18086,21691,25662,5391,2615,3260,516,136,76705
States,North Dakota,2021,5,1.14286,1676,582,16,1,0,0,26,13,2275
States,Ohio,2021,5,0.728521,9602,44,558,1193,59,486,87,35,11942
States,Oklahoma,2021,5,1.64435,4323,464,988,120,2,2,97,19,5899
States,Oregon,2021,5,0.696563,19774,721,4321,7486,132,11,226,87,32445
States,Pennsylvania,2021,5,0.696399,18890,22892,1079,1445,314,4059,339,102,48679
States,Rhode Island,2021,5,0.356833,5663,3385,1280,11,22,8,37,28,10369
States,South Carolina,2021,5,1.57745,1488,6318,2882,934,173,123,188,24,11918
States,South Dakota,2021,5,0.312373,6234,426,614,56,4,29,23,28,7363
States,Tennessee,2021,5,1.11643,6128,14366,6569,2080,771,1615,352,110,31529
States,Texas,2021,5,2.42125,13306,24571,4360,1136,5175,848,1196,80,49396
States,Utah,2021,5,0.935285,1556,965,9545,930,2053,2165,161,49,17214
States,Vermont,2021,5,0.733578,1980,270,635,20,4,90,22,11,2999
States,Virginia,2021,5,1.10279,81049,518,1414,3342,92,365,957,164,86780
States,Washington,2021,5,0.530004,405,575,6241,2400,6343,1017,90,39,16981
States,West Virginia,2021,5,0.680054,3304,526,4860,401,2888,520,85,39,12499
States,Wisconsin,2021,5,0.490664,6068,5506,3042,25,22,11,72,31,14674
States,Wyoming,2021,5,0.449727,2298,460,241,16,67,31,14,13,3113
States,Commonwealth of the Northern Mariana Islands,2021,5,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2021,5,5.92814,1420,160,34,33,9,14,99,5,1670
States,Virgin Islands,2021,5,1.002,221,220,23,3,31,1,5,2,499
States,New York City,2021,5,1.0922,32082,10939,16798,2347,705,396,691,32,63267
States,Alabama,2021,6,1.27459,30332,3362,3131,130,124,737,482,90,37816
States,Alaska,2021,6,0.511696,1332,472,24,363,80,465,14,12,2736
States,Arizona,2021,6,0.644953,627,7414,925,100,2755,583,80,30,12404
States,Arkansas,2021,6,1.07589,11177,2552,200,6,3,4,150,52,13942
States,California,2021,6,0.896876,28678,22358,1871,4097,508,2251,536,117,59763
States,Colorado,2021,6,0.747818,9329,11021,9414,1887,822,289,245,79,32762
States,Connecticut,2021,6,0.511167,17991,1780,13618,717,22,303,176,69,34431
States,Delaware,2021,6,0.370193,4528,1026,2145,443,54,178,31,18,8374
States,District of Columbia,2021,6,3.03986,1062,3097,249,8,18,7,135,4,4441
States,Florida,2021,6,0,0,0,0,0,0,0,0,0,0
States,Georgia,2021,6,1.82437,3408,53657,4383,27,223,1502,1153,92,63200
States,Hawaii,2021,6,0.267261,622,426,137,505,519,36,6,17,2245
States,Idaho,2021,6,0.688791,6518,785,1467,150,107,555,66,34,9582
States,Illinois,2021,6,0.487682,21573,10094,17968,13130,426,170,309,186,63361
States,Indiana,2021,6,0.828025,20014,6456,2057,12004,2727,702,364,110,43960
States,Iowa,2021,6,0.740584,692,573,370,1440,537,1114,35,15,4726
States,Kansas,2021,6,0.551281,7135,1460,99,8,0,5,48,22,8707
States,Kentucky,2021,6,0.746743,2662,1593,12645,6234,1260,782,188,82,25176
States,Louisiana,2021,6,0.825517,7850,15634,8253,998,736,326,279,88,33797
States,Maine,2021,6,0.109639,2851,1657,1909,4404,5,119,12,52,10945
States,Maryland,2021,6,0.796245,22930,12345,427,18,56,17,285,70,35793
States,Massachusetts,2021,6,0.525871,16653,9744,12700,10346,1542,2260,280,91,53245
States,Michigan,2021,6,0.297787,1929,7881,5614,2365,151,1537,58,67,19477
States,Minnesota,2021,6,0.23463,5519,34439,48,21,26,10,94,79,40063
States,Mississippi,2021,6,1.43172,832,3641,830,13,36,96,78,14,5448
States,Missouri,2021,6,0.847418,2782,12047,3347,1877,542,764,181,48,21359
States,Montana,2021,6,0.526584,379,4674,250,450,106,28,31,30,5887
States,Nebraska,2021,6,0.47474,7224,534,391,849,235,1931,53,73,11164
States,Nevada,2021,6,0.800827,3003,1442,2616,591,37,53,62,27,7742
States,New Hampshire,2021,6,0.335121,1137,294,34,20,5,2,5,9,1492
States,New Jersey,2021,6,1.81818,5702,7298,8610,159,43,78,398,32,21890
States,New Mexico,2021,6,1.06274,462,4365,3320,7049,2321,1114,198,43,18631
States,New York,2021,6,1.02586,24653,14208,2797,1842,11,62,447,126,43573
States,North Carolina,2021,6,0.687787,49853,18702,1219,657,67,18,485,135,70516
States,North Dakota,2021,6,1.1983,270,763,773,57,249,475,31,11,2587
States,Ohio,2021,6,0.740871,10571,367,30,222,111,37,84,32,11338
States,Oklahoma,2021,6,0.448163,224,78,2291,207,154,393,15,11,3347
States,Oregon,2021,6,0.630415,14001,5974,2888,5545,701,554,187,87,29663
States,Pennsylvania,2021,6,0.611252,11865,2813,31815,1595,519,1945,309,102,50552
States,Rhode Island,2021,6,0.260191,8954,1006,204,207,5,1,27,29,10377
States,South Carolina,2021,6,1.56429,5579,2361,2097,523,708,111,178,24,11379
States,South Dakota,2021,6,0.537917,2718,3326,1578,0,0,0,41,31,7622
States,Tennessee,2021,6,1.01573,3842,16177,5982,3621,14,1573,317,108,31209
States,Texas,2021,6,1.64613,4144,6818,28,50,51,26,183,41,11117
States,Utah,2021,6,0.883696,13277,775,804,1774,158,73,149,49,16861
States,Vermont,2021,6,0.633641,1173,2031,71,135,31,31,22,10,3472
States,Virginia,2021,6,1.01725,30493,35208,14068,1758,1063,674,847,164,83264
States,Washington,2021,6,0.660335,4962,7646,462,299,100,9,89,38,13478
States,West Virginia,2021,6,0.68112,6317,143,51,287,2359,2882,82,41,12039
States,Wisconsin,2021,6,0.523121,10398,3246,1273,382,117,68,81,36,15484
States,Wyoming,2021,6,1.04676,2150,174,155,255,77,55,30,13,2866
States,Commonwealth of the Northern Mariana Islands,2021,6,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2021,6,5.28504,760,380,28,372,102,42,89,5,1684
States,Virgin Islands,2021,6,1.13798,1155,13,104,17,49,68,16,4,1406
States,New York City,2021,6,1.1199,9523,53166,1803,1230,253,1531,756,32,67506
States,Alabama,2021,7,0.948261,32577,1133,34,2,0,0,320,88,33746
States,Alaska,2021,7,0.186776,720,1715,21,165,33,23,5,12,2677
States,Arizona,2021,7,0.618749,3682,561,3656,1752,797,1350,73,31,11798
States,Arkansas,2021,7,0.808489,2590,5071,868,1091,98,177,80,52,9895
States,California,2021,7,0.80568,5147,30889,20081,289,20,48,455,116,56474
States,Colorado,2021,7,0.729135,1574,661,8,1526,27779,1642,242,78,33190
States,Connecticut,2021,7,0.459269,31938,139,1869,3,1,17,156,69,33967
States,Delaware,2021,7,0.690417,1252,4259,1692,1,34,4,50,14,7242
States,District of Columbia,2021,7,1.67816,1787,1509,678,333,31,12,73,4,4350
States,Florida,2021,7,0,0,0,0,0,0,0,0,0,0
States,Georgia,2021,7,1.60683,21399,14436,21850,2162,46,101,964,91,59994
States,Hawaii,2021,7,0.217984,1826,8,0,1,0,0,4,17,1835
States,Idaho,2021,7,0.740418,4176,1984,2653,6,84,281,68,33,9184
States,Illinois,2021,7,0.463383,55494,119,2153,1458,83,255,276,186,59562
States,Indiana,2021,7,0.778696,28581,410,2392,1270,6388,1026,312,111,40067
States,Iowa,2021,7,0.591564,3835,43,8,1,1,0,23,14,3888
States,Kansas,2021,7,0.657574,216,4533,2195,158,999,111,54,23,8212
States,Kentucky,2021,7,0.522366,4803,13609,1561,1437,841,1870,126,86,24121
States,Louisiana,2021,7,0.891951,12504,9923,4153,629,1337,43,255,86,28589
States,Maine,2021,7,0.323247,7922,3069,42,77,6,21,36,52,11137
States,Maryland,2021,7,0.839827,29679,5504,355,206,299,274,305,69,36317
States,Massachusetts,2021,7,0.510005,13290,35838,2145,63,11,25,262,92,51372
States,Michigan,2021,7,0.258918,1270,8082,1650,3332,133,2913,45,65,17380
States,Minnesota,2021,7,0.29999,16878,5573,9739,3935,904,2639,119,80,39668
States,Mississippi,2021,7,1.71947,4237,1064,837,606,326,316,127,22,7386
States,Missouri,2021,7,0.642782,15246,3757,919,107,30,10,129,48,20069
States,Montana,2021,7,0.437876,671,1083,3617,77,27,6,24,30,5481
States,Nebraska,2021,7,0.767873,4421,5875,462,451,104,17,87,73,11330
States,Nevada,2021,7,0.38133,5013,123,995,227,168,30,25,25,6556
States,New Hampshire,2021,7,0,715,320,316,0,0,0,0,9,1351
States,New Jersey,2021,7,1.8901,19573,400,846,90,134,67,399,32,21110
States,New Mexico,2021,7,1.00457,17398,865,262,45,14,31,187,46,18615
States,New York,2021,7,0.87301,17169,11866,10484,1574,54,1006,368,125,42153
States,North Carolina,2021,7,0.603504,54104,16064,379,2419,165,108,442,135,73239
States,North Dakota,2021,7,0.780696,2796,17,3,2,0,0,22,11,2818
States,Ohio,2021,7,0.865677,8826,1526,55,24,3,78,91,35,10512
States,Oklahoma,2021,7,1.29643,2129,1312,384,132,49,5,52,21,4011
States,Oregon,2021,7,0.600573,9196,15723,241,1640,3873,1463,193,86,32136
States,Pennsylvania,2021,7,0.573083,26960,8017,10508,2844,2166,283,291,102,50778
States,Rhode Island,2021,7,0.393248,3815,1415,1107,438,168,3483,41,29,10426
States,South Carolina,2021,7,1.13586,4274,4582,203,1807,167,148,127,23,11181
States,South Dakota,2021,7,0.636537,2491,1378,3567,41,28,350,50,32,7855
States,Tennessee,2021,7,0.940949,25815,8,2,0,0,0,243,109,25825
States,Texas,2021,7,2.10627,603,673,243,197,238,135,44,40,2089
States,Utah,2021,7,1.01225,11538,3746,86,16,97,27,157,49,15510
States,Vermont,2021,7,0.506706,2456,396,53,357,11,82,17,11,3355
States,Virginia,2021,7,0.85751,76951,4702,291,70,227,207,707,164,82448
States,Washington,2021,7,0.505543,8811,3508,289,821,2360,629,83,39,16418
States,West Virginia,2021,7,0.567713,4573,1859,3206,30,18,2,55,43,9688
States,Wisconsin,2021,7,0.492645,911,11259,1750,323,88,81,71,31,14412
States,Wyoming,2021,7,0.551534,333,107,2431,12,2,16,16,13,2901
States,Commonwealth of the Northern Mariana Islands,2021,7,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2021,7,4.44309,1634,3,4,1,0,1,73,5,1643
States,Virgin Islands,2021,7,0.981354,310,681,27,1,0,0,10,3,1019
States,New York City,2021,7,0.988151,60689,2484,2151,309,10,440,653,31,66083
States,Alabama,2021,8,1.0061,30042,2000,6684,71,18,48,391,90,38863
States,Alaska,2021,8,0.339674,148,2191,393,88,16,108,10,12,2944
States,Arizona,2021,8,0.693671,7721,1084,727,1284,100,761,81,30,11677
States,Arkansas,2021,8,0.761057,12638,649,528,99,11,3,106,53,13928
States,California,2021,8,0.843978,52529,1450,4701,1371,473,615,516,113,61139
States,Colorado,2021,8,0.704142,19560,11968,729,1181,320,42,238,78,33800
States,Connecticut,2021,8,0.452641,28181,6789,340,128,66,65,161,69,35569
States,Delaware,2021,8,0.343643,851,890,2727,2613,970,97,28,16,8148
States,District of Columbia,2021,8,2.03891,121,1209,2261,1650,55,50,109,4,5346
States,Florida,2021,8,0,0,0,0,0,0,0,0,0,0
States,Georgia,2021,8,1.53093,8897,15920,13975,9288,12917,4584,1004,93,65581
States,Hawaii,2021,8,0.569801,1122,472,138,7,11,5,10,16,1755
States,Idaho,2021,8,0.563674,9041,220,56,39,173,51,54,34,9580
